V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
Zm00001d038932,GRMZM2G057369,umc2323,,,,Chr6,"167,236,940","167,241,191",
Zm00001d021456,GRMZM5G835903,umc2328,,,,Chr7,"152,644,791","152,645,267",
Zm00001d021718,GRMZM2G173863,umc2330,,,,Chr7,"161,353,995","161,356,712",
Zm00001d022060,GRMZM2G131243,umc2332,,,,Chr7,"169,189,624","169,191,433",
Zm00001d045021,GRMZM2G127911,umc2335,,,,Chr9,"10,449,711","10,457,896",
Zm00001d045174,GRMZM2G328168,umc2336,,,,Chr9,"15,127,211","15,128,029",
Zm00001d045606,GRMZM2G052389,umc2337,,,,Chr9,"28,548,471","28,570,138",
Zm00001d047685,GRMZM2G443785,umc2341,,,,Chr9,"139,303,278","139,304,405",
Zm00001d047699,GRMZM2G007590,umc2342,,,,Chr9,"139,511,447","139,519,492",
Zm00001d047727,GRMZM2G078933,umc2343,,,,Chr9,"140,058,258","140,061,859",
Zm00001d047702,GRMZM2G007475,umc2344,,,,Chr9,"139,530,831","139,532,906",
Zm00001d024897,GRMZM2G450512,umc2348,,,,Chr10,"93,611,227","93,611,538",
Zm00001d025542,GRMZM2G007120,umc2350,,,,Chr10,"121,760,585","121,762,717",
Zm00001d026457,GRMZM2G445616,umc2351,,,,Chr10,"146,225,848","146,226,322",
Zm00001d008451,GRMZM2G098015,umc2352a,,,,Chr8,"8,953,863","8,954,231",
Zm00001d009163,GRMZM2G335657,umc2353,,,,Chr8,"40,371,057","40,374,042",
Zm00001d009908,GRMZM2G007404,umc2355,,,,Chr8,"88,820,372","88,824,486",
Zm00001d011955,GRMZM2G054341,umc2356,,,,Chr8,"165,136,441","165,139,490",
Zm00001d012480,GRMZM2G043396,umc2357,,,,Chr8,"175,295,472","175,295,996",
Zm00001d012086,GRMZM2G166855,umc2361,,,,Chr8,"167,856,339","167,866,530",
Zm00001d009969,GRMZM2G176056,umc2366,,,,Chr8,"92,864,170","92,865,394",
Zm00001d022493,GRMZM2G047995,umc2368,,,,Chr7,"178,734,676","178,739,082",
Zm00001d006185,GRMZM2G148769,umc2374,,,,Chr2,"200,996,430","200,999,253",
Zm00001d011066,GRMZM2G047588,umc2378,,,,Chr8,"137,997,933","138,000,993",
Zm00001d006034,GRMZM2G159926,umc2380,,,,Chr2,"195,820,134","195,824,384",
Zm00001d028317,GRMZM2G043584,umc2383a,,,,Chr1,"30,517,819","30,521,296",
Zm00001d038599,GRMZM2G089895,umc2389,,,,Chr6,"160,734,732","160,736,672",
Zm00001d044839,GRMZM5G878346,umc2393,,,,Chr9,"4,689,770","4,691,044",
Zm00001d023258,GRMZM2G104730,umc2399,,,,Chr10,"1,497,523","1,503,954",
Zm00001d011092,GRMZM2G470513,umc2401,,,,Chr8,"138,776,297","138,778,888",
Zm00001d002159,GRMZM2G106413,umc2403,,,,Chr2,"6,889,076","6,889,357",
Zm00001d033479,GRMZM2G154151,umc2510,,,,Chr1,"263,880,369","263,880,629",
Zm00001d035207,GRMZM2G000945,umc2515,,,low confidence model,Chr6,"9,902,165","9,905,067",
Zm00001d038267,AC235543.1_FG003,umc2524,,,,Chr6,"152,765,549","152,768,497",
Zm00001d029499,GRMZM2G313009,umc2532,,,,Chr1,"73,370,780","73,373,210",
Zm00001d002021,GRMZM2G039961,umc2536,,,,Chr2,"4,539,076","4,539,570",
Zm00001d021720,GRMZM2G019916,umc254,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"161,415,525","161,415,869",
Zm00001d034745,GRMZM2G119755,umc2542,,,,Chr1,"301,133,345","301,134,292",
Zm00001d047598,GRMZM2G020468,umc2558,,this gene model is a member of the low confidence gene model set,,Chr9,"136,742,623","136,743,904",
Zm00001d005072,GRMZM2G452717,umc255a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr2,"157,224,518","157,228,483",
Zm00001d028363,GRMZM2G100714,umc2561,,,,Chr1,"32,145,180","32,150,879",
Zm00001d006623,GRMZM2G099295,umc2562,,,,Chr2,"212,787,428","212,788,423",
Zm00001d036700,GRMZM2G177095,umc2566,,,,Chr6,"98,074,454","98,078,079",
Zm00001d031689,GRMZM2G153945,umc2568,,,,Chr1,"198,655,372","198,659,835",
Zm00001d032292,GRMZM5G844703,umc2570,,,,Chr1,"220,640,969","220,642,533",
Zm00001d009416,GRMZM2G387603,umc2571,,,,Chr8,"63,478,425","63,479,120",
Zm00001d023514,GRMZM2G153409,umc2592,,,,Chr10,"8,362,888","8,366,417",
Zm00001d025771,AC233888.1_FG001,umc259a,,,,Chr10,"129,060,817","129,063,853",
Zm00001d031311,GRMZM2G113196,umc2621,,,,Chr1,"185,849,377","185,850,081",
Zm00001d042936,GRMZM2G302171,umc2626,,,,Chr3,"184,526,238","184,526,507",
Zm00001d002944,GRMZM2G177273,umc2627,,,,Chr2,"27,779,321","27,782,869",
Zm00001d011222,GRMZM2G050553,umc2650,,,,Chr8,"143,429,094","143,442,206",
Zm00001d024525,GRMZM2G177621,umc2658,,,,Chr10,"76,302,295","76,309,059",
Zm00001d003448,GRMZM2G065171,umc2667,,,,Chr2,"44,633,731","44,639,141",
Zm00001d032686,GRMZM2G048434,umc2676,,,,Chr1,"234,430,393","234,435,468",
Zm00001d039240,GRMZM6G602703,umc2681,,,,Chr3,"383,141","383,997",
Zm00001d008214,GRMZM2G140994,umc2693,,,,Chr8,"1,454,272","1,456,128",
Zm00001d035095,GRMZM2G391364,umc2698,,,,Chr6,"4,940,987","4,941,433",
Zm00001d023950,GRMZM2G073943,umc2705,,,,Chr10,"31,183,136","31,184,065",
Zm00001d011850,GRMZM2G016827,umc2711,,,,Chr8,"162,783,924","162,789,981",
Zm00001d010540,GRMZM5G879851,umc2735,,,,Chr8,"119,776,590","119,776,868",
,Zm00001e011511,umc2737a,,,v5,chr2,"240,939,697","240,942,954",
Zm00001d028920,GRMZM5G835810,umc2741,,,,Chr1,"51,491,053","51,497,733",
Zm00001d023494,GRMZM2G024499,umc2749,,,,Chr10,"7,330,123","7,346,042",
Zm00001d037417,GRMZM2G105598,umc2756,,,,Chr6,"124,924,679","124,928,912",
Zm00001d026685,GRMZM2G136283,umc2770,,,,Chr10,"149,859,061","149,861,755",
Zm00001d032597,GRMZM5G871419,umc2780,,,,Chr1,"231,553,045","231,559,488",
Zm00001d025859,GRMZM2G018760,umc2785,,,,Chr10,"131,636,162","131,638,435",
,GRMZM2G059825,umc2786,,,,Chr6,"162,752,691","162,755,611",
Zm00001d025085,GRMZM2G701585,umc2789,,,,Chr10,"103,047,049","103,059,527",
Zm00001d026331,GRMZM2G096107,umc2792,,,,Chr10,"143,632,251","143,644,255",
Zm00001d040126,GRMZM5G883759,umc2793,,,,Chr3,"28,539,909","28,541,148",
Zm00001d048442,GRMZM2G178120,umc2794,,,,Chr9,"156,483,137","156,492,346",
Zm00001d039285,GRMZM2G123519,umc32a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"1,014,360","1,017,859",
Zm00001d009007,GRMZM2G122003,umc32b,,,,Chr8,"29,784,004","29,790,217",
Zm00001d038469,GRMZM2G125037,umc38a,,,,Chr6,"157,938,345","157,941,059",
Zm00001d043336,GRMZM2G454081,umc3b,,,,Chr3,"197,009,472","197,013,137",
Zm00001d050110,GRMZM2G038046,umc42a,,,,Chr4,"66,333,703","66,335,464",
Zm00001d026104,GRMZM5G836567,umc44a,,Not found in Entrez Gene; Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr10,"138,534,395","138,535,885",
Zm00001d017514,GRMZM2G024245,umc54,,,,Chr5,"198,262,429","198,288,552",
Zm00001d021304,GRMZM2G147422,umc56,,,,Chr7,"148,348,269","148,353,225",
Zm00001d036440,GRMZM2G134930,umc59a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"88,669,540","88,672,608",
Zm00001d020639,GRMZM2G086714,umc5b,,,,Chr7,"125,925,841","125,929,813",
Zm00001d042916,GRMZM2G094771,umc60,,,,Chr3,"183,861,098","183,870,790",
Zm00001d039020,GRMZM2G022453,umc62,,"includes 100281633 GRMZM2G022619, which were separate gene models in v3",,Chr6,"168,822,275","168,828,891",
Zm00001d024738,GRMZM2G060721,umc64a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr10,"85,734,218","85,735,478",
Zm00001d045972,GRMZM2G412986,umc81,,,,Chr9,"50,993,715","50,999,528",
Zm00001d032745,GRMZM2G001812,umc83a,,,,Chr1,"237,063,314","237,067,283",
Zm00001d035191,GRMZM2G019225,umc85a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"8,696,067","8,700,892",
Zm00001d034655,GRMZM2G093776,umc86a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"298,994,999","298,998,450",
Zm00001d047402,GRMZM5G880028,umc95,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr9,"128,990,269","128,992,830",
Zm00001d018748,GRMZM2G450866,umi11,Ustilago maydis induced11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY679129,Chr7,"4,078,618","4,082,285",
Zm00001d033980,GRMZM2G149923,umi12,ustilago maydis induced12,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY679130,Chr1,"279,980,867","279,981,749",
Zm00001d044024,GRMZM2G330302,umi8,ustilago maydis induced8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY679128.,Chr3,"217,057,372","217,063,766",
Zm00001d037569,GRMZM2G040364,upb1,upbeat1,,,Chr6,"130,010,207","130,010,691",
Zm00001d006011,GRMZM2G080439,upl1,ubiquitin-protein ligase1,,,Chr2,"195,231,015","195,246,454",
Zm00001d010572,GRMZM2G328988,upl10,ubiquitin-protein ligase10,"Li et al, 2019",,Chr8,"120,659,293","120,673,593",
Zm00001d000191,GRMZM5G887562,upl11,ubiquitin-protein ligase11,"Li et al, 2019",,B73V4_ctg72,"95,773","118,440",
Zm00001d023795,GRMZM2G331368,upl12,ubiquitin-protein ligase12,"Li et al, 2019",,Chr10,"21,192,744","21,209,454",
Zm00001d018207,GRMZM2G104920,upl13,ubiquitin-protein ligase13,,,Chr5,"216,597,825","216,606,598",
Zm00001d052138,GRMZM2G126795,upl14,ubiquitin-protein ligase14,,,Chr4,"180,623,031","180,630,114",
Zm00001d004139,GRMZM2G049141,upl2,ubiquitin-protein ligase2,"Li et al, 2019",,Chr2,"85,783,948","85,803,502",
Zm00001d041105,GRMZM2G411536,upl3,ubiquitin-protein ligase3,"Li et al, 2019",,Chr3,"97,492,098","97,509,622",
Zm00001d013540,GRMZM2G461948,upl4,ubiquitin-protein ligase4,"Li et al, 2019",,Chr5,"13,929,594","13,945,018",
Zm00001d037557,GRMZM2G435979,upl5,ubiquitin-protein ligase5,"Li et al, 2019",,Chr6,"129,475,891","129,520,935",
Zm00001d035509,GRMZM2G124297,upl6,ubiquitin-protein ligase6,"Li et al, 2019",,Chr6,"29,933,027","29,939,615",
Zm00001d035461,GRMZM2G380619,upl7,ubiquitin-protein ligase7,"Li et al, 2019",,Chr6,"27,593,378","27,604,272",
Zm00001d020913,,upl8,ubiquitin-protein ligase8,"Li et al, 2019",,Chr7,"136,282,835","136,284,622",
Zm00001d005127,GRMZM2G021299,upl9,ubiquitin-protein ligase9,"Li et al, 2019",,Chr2,"159,740,529","159,770,203",
Zm00001d028096,GRMZM2G457178,urb2,unhealthy ribosome biogenesis2,,,Chr1,"22,880,022","22,891,698",
Zm00001d047634,GRMZM2G121456,v30,virescent30,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Arabidopsis clpp1 AB022326 & maize EU967773,Chr9,"137,661,761","137,664,763",
Zm00001d047522,GRMZM2G067546,vacs1,vacuolar sorting receptor homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr9,"133,460,977","133,469,214",
Zm00001d005649,GRMZM2G150616,vdac1a,voltage-dependent anion channel protein1a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: EU970195,Chr2,"181,908,131","181,911,665",
Zm00001d020219,GRMZM2G146670,vdac1b,voltage-dependent anion channel protein1b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AF178951,Chr7,"100,656,060","100,660,194",
Zm00001d038840,GRMZM2G115049,vdac2,voltage-dependent anion channel protein2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: EU962130,Chr6,"165,624,432","165,627,829",
Zm00001d004021,GRMZM2G027219,vde1,violaxanthin de-epoxidase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Based on homology to Genbank sequence.,Chr2,"76,077,655","76,080,443",
,GRMZM2G701673,vde2,violaxanthin de-epoxidase2,,"Xu et al, 2016",Chr10,"106,812,274","106,812,762",
Zm00001d011720,GRMZM2G408706,vde3,violaxanthin de-epoxidase3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xu et al, 2016",Chr8,"159,835,548","159,840,848",
Zm00001d011790,GRMZM2G415538,vdl1,variegated and distorted leaf1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr8,"161,650,580","161,666,693",
Zm00001d020036,GRMZM2G157422,vef101a,,,,Chr7,"87,375,993","87,448,666",
Zm00001d032261,GRMZM2G079805,vg1,vestigial glume1,"Liu et al., 2019",,Chr1,"219,333,374","219,346,185",
Zm00001d011108,GRMZM2G339151,vim102,variant in methylation102,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2014",Chr8,"139,153,111","139,157,427",
Zm00001d035764,GRMZM2G461447,vim103,variant in methylation103,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2014",Chr6,"46,349,538","46,353,764",
Zm00001d019342,AC191534.3_FG003,vim104,variant in methylation104,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Li et al., 2014",Chr7,"28,745,288","28,767,439",
Zm00001d038704,GRMZM2G111696,voz1,VOZ-transcription factor 1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"163,076,771","163,080,204",
,GRMZM2G158717,voz2,VOZ-transcription factor 2,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"216,402,429","216,405,935",
Zm00001d041158,GRMZM2G094081,voz3,VOZ-transcription factor 3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"100,617,229","100,618,272",
Zm00001d043500,GRMZM2G156016,voz4,VOZ-transcription factor 4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"201,984,577","201,991,160",
Zm00001d012734,GRMZM2G449165,voz5,VOZ-transcription factor 5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"179,510,785","179,513,781",
Zm00001d042396,GRMZM2G133398,vp1,viviparous1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr3,"164,461,221","164,466,141",
Zm00001d026515,GRMZM2G067176,vp10,viviparous10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr10,"147,456,386","147,460,691",
Zm00001d033222,GRMZM2G014392,vp14,viviparous14,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from alignment of cDNA sequence on Genome Browser v2 (MS 5/2011),Chr1,"255,021,507","255,023,321",
Zm00001d016850,GRMZM2G121468,vp15,viviparous15,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr5,"178,308,318","178,313,353",
Zm00001d027936,GRMZM2G410515,vp5,viviparous5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"17,962,828","17,975,699",
Zm00001d034383,GRMZM2G010353,vp8,viviparous8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr1,"291,472,441","291,480,873",
Zm00001d019124,GRMZM2G454952,vp9,viviparous9,,"Chen et al., 2017",Chr7,"18,102,825","18,113,402",
Zm00001d017399,GRMZM2G463291,vpe1,vacuolar processing enzyme1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr5,"194,914,731","194,921,330",
Zm00001d037492,GRMZM2G148200,vpp1,vacuolar proton pump homolog1,,,Chr6,"127,210,249","127,215,264",
Zm00001d006565,GRMZM2G163233,vpp10,vacuolar proton pump10,"Kang et al., 2019",merged gene chimera (see also ms32),Chr2,"211,028,281","211,035,348",
Zm00001d046336,GRMZM2G094497,vpp2,vacuolar proton pump2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from T18416,Chr9,"81,443,409","81,455,307",
Zm00001d053765,GRMZM2G421857,vpp3,vacuolar proton pump3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: U36436,Chr4,"240,696,980","240,703,366",
Zm00001d023542,GRMZM2G028432,vpp4,vacuolar proton pump4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: EU953141,Chr10,"9,508,219","9,510,847",
Zm00001d046591,GRMZM2G170927,vpp5,vacuolar-type H+-pyrophosphatase5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Wang et al., 2016",Chr9,"97,600,588","97,605,812",
Zm00001d045139,GRMZM2G014240,vpp6,vacuolar proton pump6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr9,"14,008,964","14,014,626",
Zm00001d015569,GRMZM2G069095,vpp7,vacuolar proton pump7,,,Chr5,"98,404,993","98,412,468",
Zm00001d021721,GRMZM2G019999,vpp8,vacuolar proton pump8,,,Chr7,"161,424,485","161,430,335",
Zm00001d030996,GRMZM2G069410,vpp9,vacuolar proton pump9,"Zhang et al., 2019",,Chr1,"172,559,275","172,567,962",
Zm00001d013314,GRMZM2G023858,vps1,vesicular transport protein1,,,Chr5,"8,362,786","8,378,035",
Zm00001d018382,GRMZM2G179662,vps2,vacuolar protein sorting2,,,Chr5,"219,599,116","219,617,445",
Zm00001d053371,GRMZM2G068489,vps29,vacuolar protein sorting29,,"Chen et al., 2019",Chr4,"227,975,997","227,984,197",
Zm00001d034492,GRMZM5G825524,vps35,vacuolar protein sorting35,,"Chen et al., 2019",Chr1,"294,590,945","294,613,858",
Zm00001d023738,GRMZM2G140737,vpsh26,vacuolar protein sorting homolog26,Gene model association inferred from similarity with B73 RefGen_v3 gene models,aligns with BT040254,Chr10,"18,083,447","18,098,690",
Zm00001d027824,GRMZM2G417835,vq1,VQ motif-transcription factor1,,"Song et al., 2016",Chr1,"14,585,540","14,587,374",
Zm00001d033389,GRMZM2G118172,vq10,VQ motif-transcription factor10,,"Song et al., 2016",Chr1,"261,380,066","261,380,422",
Zm00001d034379,GRMZM2G174210,vq11,VQ motif-transcription factor11,,"Song et al., 2016",Chr1,"291,348,794","291,349,309",
Zm00001d001931,AC206638.3_FG007,vq12,VQ motif-transcription factor12,,"Song et al., 2016",Chr2,"3,092,327","3,092,746",
Zm00001d002088,GRMZM2G023921,vq13,VQ motif-transcription factor13,,"Song et al., 2016",Chr2,"5,784,528","5,785,115",
Zm00001d003743,GRMZM2G369742,vq14,VQ motif-transcription factor14,,"Song et al., 2016",Chr2,"57,065,505","57,066,452",
Zm00001d005007,GRMZM2G147443,vq15,VQ motif-transcription factor15,,"Song et al., 2016",Chr2,"153,449,367","153,449,951",
Zm00001d007199,GRMZM2G101409,vq16,VQ motif-transcription factor16,,"Song et al., 2016",Chr2,"224,482,011","224,482,619",
Zm00001d007911,GRMZM2G354123,vq17,VQ motif-transcription factor17,,"Song et al., 2016",Chr2,"242,342,190","242,342,765",
Zm00001d039428,GRMZM2G055404,vq18,VQ motif-transcription factor18,,"Song et al., 2016",Chr3,"3,991,577","3,992,224",
Zm00001d040461,GRMZM2G378442,vq19,VQ motif-transcription factor19,,"Song et al., 2016",Chr3,"44,588,915","44,589,664",
Zm00001d027998,GRMZM2G420357,vq2,VQ motif-transcription factor2,,"Song et al., 2016",Chr1,"19,887,017","19,887,754",
Zm00001d043450,GRMZM2G314520,vq20,VQ motif-transcription factor20,,"Song et al., 2016",Chr3,"200,441,483","200,442,238",
Zm00001d044027,AC194056.3_FG008,vq21,VQ motif-transcription factor21,,"Song et al., 2016",Chr3,"217,222,683","217,222,955",
Zm00001d050294,GRMZM2G066599,vq22,VQ motif-transcription factor22,,"Song et al., 2016",Chr4,"79,210,012","79,211,052",
Zm00001d052220,GRMZM2G322950,vq23,VQ motif-transcription factor23,,"Song et al., 2016",Chr4,"183,587,060","183,587,659",
Zm00001d053415,GRMZM2G153597,vq24,VQ motif-transcription factor24,,"Song et al., 2016",Chr4,"230,807,016","230,807,411",
Zm00001d053781,GRMZM2G010333,vq25,VQ motif-transcription factor25,,"Song et al., 2016",Chr4,"240,975,305","240,975,880",
Zm00001d013104,GRMZM2G124290,vq26,VQ motif-transcription factor26,,"Song et al., 2016",Chr5,"4,717,463","4,718,011",
Zm00001d013550,GRMZM2G129140,vq27,VQ motif-transcription factor27,,"Song et al., 2016",Chr5,"14,087,770","14,088,135",
,GRMZM2G325208,vq28,VQ motif-transcription factor28,,"Song et al., 2016",Chr5,"36,320,119","36,320,786",
Zm00001d015397,AC207043.3_FG002,vq29,VQ motif-transcription factor29,,"Song et al., 2016",Chr5,"88,306,260","88,306,964",
Zm00001d028941,GRMZM2G318652,vq3,VQ motif-transcription factor3,,"Song et al., 2016",Chr1,"52,310,307","52,310,813",
Zm00001d016748,GRMZM2G346837,vq30,VQ motif-transcription factor30,,"Song et al., 2016",Chr5,"174,862,785","174,863,648",
Zm00001d018089,GRMZM2G061941,vq31,VQ motif-transcription factor31,,"Song et al., 2016",Chr5,"214,041,553","214,042,179",
Zm00001d034979,GRMZM2G003669,vq32,VQ motif-transcription factor32,,"Song et al., 2016",Chr6,"714,095","715,069",
Zm00001d036650,GRMZM2G420715,vq33,VQ motif-transcription factor33,,"Song et al., 2016",Chr6,"96,301,534","96,302,256",
Zm00001d036792,GRMZM2G082118,vq34,VQ motif-transcription factor34,,"Song et al., 2016",Chr6,"101,120,031","101,120,600",
Zm00001d036893,GRMZM2G099691,vq35,VQ motif-transcription factor35,,"Song et al., 2016",Chr6,"105,794,357","105,795,004",
Zm00001d038810,GRMZM2G174558,vq36,VQ motif-transcription factor36,,"Song et al., 2016",Chr6,"164,906,424","164,907,077",
Zm00001d039082,GRMZM5G814101,vq37,VQ motif-transcription factor37,,"Song et al., 2016",Chr6,"169,711,274","169,712,224",
Zm00001d018845,GRMZM2G355499,vq38,VQ motif-transcription factor38,,"Song et al., 2016",Chr7,"7,112,752","7,113,408",
